symbol	match_basis	direct_glycome_match	interface_match	reported_gene_match	mapped_gene_match	study_accession	pubmed_id	first_author	publication_date	disease_trait	mapped_trait	trait_categories	reported_genes	mapped_genes	p_value
ST3GAL4	reported_gene;mapped_gene	no	no	yes	yes	GCST006016	29403010	Kanai M	2018-02-05	Serum alkaline phosphatase levels	alkaline phosphatase measurement		ST3GAL4	ST3GAL4	6e-41
ST3GAL4	reported_gene;mapped_gene	no	no	yes	yes	GCST90002402	32888494	Vuckovic D	2020-09-01	Platelet count	platelet count		ST3GAL4	ST3GAL4	4e-33
ST3GAL4	reported_gene;mapped_gene	no	no	yes	yes	GCST004599	27863252	Astle WJ	2016-11-17	Mean platelet volume	platelet volume		ST3GAL4	ST3GAL4	3e-30
ST3GAL4	reported_gene;mapped_gene	no	no	yes	yes	GCST008079	30698716	de Vries PS	2019-01-29	LDL cholesterol levels x alcohol consumption (drinkers vs non-drinkers) interaction (2df)	low density lipoprotein cholesterol measurement, alcohol drinking	metabolism	ST3GAL4	ST3GAL4	3.9999999999999996e-26
ST3GAL4	reported_gene;mapped_gene	no	no	yes	yes	GCST008078	30698716	de Vries PS	2019-01-29	LDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)	low density lipoprotein cholesterol measurement, alcohol consumption quality	metabolism	ST3GAL4	ST3GAL4	6.9999999999999995e-25
ST3GAL4	reported_gene;mapped_gene	no	no	yes	yes	GCST008079	30698716	de Vries PS	2019-01-29	LDL cholesterol levels x alcohol consumption (drinkers vs non-drinkers) interaction (2df)	low density lipoprotein cholesterol measurement, alcohol drinking	metabolism	ST3GAL4	ST3GAL4	6e-23
ST3GAL4	reported_gene	no	no	yes	no	GCST004233	28334899	Spracklen CN	2017-02-21	LDL cholesterol levels	low density lipoprotein cholesterol measurement	metabolism	ST3GAL4	GSEC, DCPS	2e-22
ST3GAL4	reported_gene;mapped_gene	no	no	yes	yes	GCST008078	30698716	de Vries PS	2019-01-29	LDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)	low density lipoprotein cholesterol measurement, alcohol consumption quality	metabolism	ST3GAL4	ST3GAL4	3e-22
ST3GAL4	reported_gene;mapped_gene	no	no	yes	yes	GCST90002401	32888494	Vuckovic D	2020-09-01	Platelet distribution width	platelet component distribution width		ST3GAL4	ST3GAL4	5e-21
ST3GAL4	reported_gene;mapped_gene	no	no	yes	yes	GCST002222	24097068	Willer CJ	2013-10-06	LDL cholesterol	low density lipoprotein cholesterol measurement	metabolism	ST3GAL4	ST3GAL4	7e-21
ST3GAL4	reported_gene	no	no	yes	no	GCST006612	30275531	Klarin D	2018-10-01	LDL cholesterol	low density lipoprotein cholesterol measurement	metabolism	ST3GAL4		1e-20
ST3GAL4	reported_gene;mapped_gene	no	no	yes	yes	GCST004603	27863252	Astle WJ	2016-11-17	Platelet count	platelet count		ST3GAL4	ST3GAL4	2e-18
ST3GAL4	reported_gene	no	no	yes	no	GCST006614	30275531	Klarin D	2018-10-01	Total cholesterol levels	total cholesterol measurement	metabolism	ST3GAL4		3e-18
ST3GAL4	reported_gene;mapped_gene	no	no	yes	yes	GCST010242	32203549	Richardson TG	2020-03-23	HDL cholesterol levels	high density lipoprotein cholesterol measurement	metabolism	ST3GAL4	ST3GAL4	8e-18
ST3GAL4	reported_gene;mapped_gene	no	no	yes	yes	GCST009652	31666285	Olafsson S	2019-10-30	Serum alkaline phosphatase levels	alkaline phosphatase measurement	cancer	ST3GAL4	ST3GAL4	9e-18
ST3GAL4	reported_gene;mapped_gene	no	yes	yes	yes	GCST003679	27286809	Ligthart S	2016-06-10	C-reactive protein levels or LDL-cholesterol levels (pleiotropy)	low density lipoprotein cholesterol measurement, C-reactive protein measurement	immune_inflammation;metabolism	ST3GAL4	ST3GAL4	6e-17
ST3GAL4	reported_gene;mapped_gene	no	no	yes	yes	GCST008086	30698716	de Vries PS	2019-01-29	LDL cholesterol levels in current drinkers	low density lipoprotein cholesterol measurement	metabolism	ST3GAL4	ST3GAL4	2e-16
ST3GAL4	reported_gene;mapped_gene	no	no	yes	yes	GCST008086	30698716	de Vries PS	2019-01-29	LDL cholesterol levels in current drinkers	low density lipoprotein cholesterol measurement	metabolism	ST3GAL4	ST3GAL4	5e-16
ST3GAL4	reported_gene;mapped_gene	no	no	yes	yes	GCST000759	20686565	Teslovich TM	2010-08-05	LDL cholesterol	low density lipoprotein cholesterol measurement	metabolism	ST3GAL4	ST3GAL4	1e-15
ST3GAL4	reported_gene;mapped_gene	no	no	yes	yes	GCST004235	28334899	Spracklen CN	2017-02-21	Total cholesterol levels	total cholesterol measurement	metabolism	ST3GAL4	ST3GAL4	2e-15
ST3GAL4	reported_gene;mapped_gene	no	no	yes	yes	GCST90002400	32888494	Vuckovic D	2020-09-01	Plateletcrit	platelet crit		ST3GAL4	ST3GAL4	4e-15
ST3GAL4	reported_gene;mapped_gene	no	no	yes	yes	GCST002221	24097068	Willer CJ	2013-10-06	Cholesterol, total	total cholesterol measurement	metabolism	ST3GAL4	ST3GAL4	6e-15
ST3GAL4	reported_gene;mapped_gene	no	no	yes	yes	GCST90011899	33547301	Chen VL	2021-02-05	Aspartate aminotransferase levels	aspartate aminotransferase measurement	metabolism;tissue_identity	ST3GAL4	ST3GAL4	2e-14
ST3GAL4	reported_gene;mapped_gene	no	no	yes	yes	GCST011347	33339817	Nielsen JB	2020-12-18	Low density lipoprotein cholesterol levels	low density lipoprotein cholesterol measurement	metabolism	ST3GAL4	ST3GAL4	2e-13
ST3GAL4	reported_gene;mapped_gene	no	no	yes	yes	GCST004616	27863252	Astle WJ	2016-11-17	Platelet distribution width	platelet component distribution width		ST3GAL4	ST3GAL4	4e-13
ST3GAL4	reported_gene;mapped_gene	no	yes	yes	yes	GCST003678	27286809	Ligthart S	2016-06-10	C-reactive protein levels or total cholesterol levels (pleiotropy)	total cholesterol measurement, C-reactive protein measurement	immune_inflammation;metabolism	ST3GAL4	ST3GAL4	7e-13
ST3GAL4	reported_gene;mapped_gene	no	no	yes	yes	GCST009652	31666285	Olafsson S	2019-10-30	Serum alkaline phosphatase levels	alkaline phosphatase measurement	cancer	ST3GAL4	ST3GAL4	2e-12
ST3GAL4	reported_gene;mapped_gene	no	no	yes	yes	GCST002898	25961943	Surakka I	2015-05-11	LDL cholesterol	low density lipoprotein cholesterol measurement	metabolism	ST3GAL4	ST3GAL4	3e-12
ST3GAL4	reported_gene;mapped_gene	no	no	yes	yes	GCST007446	30586737	Sabater-Lleal M	2018-11-20	vWF levels	von Willebrand factor quality		ST3GAL4	ST3GAL4, KIRREL3	3e-12
ST3GAL4	reported_gene;mapped_gene	no	no	yes	yes	GCST007446	30586737	Sabater-Lleal M	2018-11-20	vWF levels	von Willebrand factor quality		ST3GAL4	ST3GAL4, KIRREL3	6e-12
ST3GAL4	reported_gene;mapped_gene	no	no	yes	yes	GCST90002395	32888494	Vuckovic D	2020-09-01	Mean platelet volume	platelet volume		ST3GAL4	ST3GAL4	6e-12
ST3GAL4	reported_gene;mapped_gene	no	no	yes	yes	GCST008202	31217265	Sliz E	2019-06-19	Soluble E-selectin levels	E-selectin amount	immune_inflammation	ST3GAL4	ST3GAL4	8e-12
ST3GAL4	reported_gene;mapped_gene	no	no	yes	yes	GCST000760	20686565	Teslovich TM	2010-08-05	Cholesterol, total	total cholesterol measurement	metabolism	ST3GAL4	ST3GAL4	2e-11
ST3GAL4	reported_gene;mapped_gene	no	no	yes	yes	GCST90002393	32888494	Vuckovic D	2020-09-01	Monocyte count	monocyte count	immune_inflammation	ST3GAL4	ST3GAL4	6e-11
ST3GAL4	reported_gene;mapped_gene	no	no	yes	yes	GCST007931	31015401	Wu Y	2019-04-23	Medication use (HMG CoA reductase inhibitors)	HMG CoA reductase inhibitor use measurement		ST3GAL4	ST3GAL4	2e-10
ST3GAL4	reported_gene;mapped_gene	no	no	yes	yes	GCST008839	31562340	Akiyama M	2019-09-27	Height	body height		ST3GAL4	ST3GAL4	2e-10
ST3GAL4	reported_gene;mapped_gene	no	no	yes	yes	GCST010241	32203549	Richardson TG	2020-03-23	Apolipoprotein A1 levels	apolipoprotein A 1 measurement	metabolism	ST3GAL4	ST3GAL4	2e-10
ST3GAL4	reported_gene;mapped_gene	no	no	yes	yes	GCST008077	30698716	de Vries PS	2019-01-29	LDL cholesterol levels	low density lipoprotein cholesterol measurement	metabolism	ST3GAL4	ST3GAL4	5e-10
ST3GAL4	reported_gene;mapped_gene	no	no	yes	yes	GCST008839	31562340	Akiyama M	2019-09-27	Height	body height		ST3GAL4	ST3GAL4	6e-10
ST3GAL4	reported_gene;mapped_gene	no	no	yes	yes	GCST011346	33339817	Nielsen JB	2020-12-18	Total cholesterol levels	total cholesterol measurement	metabolism	ST3GAL4	ST3GAL4	1e-09
ST3GAL4	reported_gene;mapped_gene	no	no	yes	yes	GCST001276	22001757	Chambers JC	2011-10-16	Liver enzyme levels (alkaline phosphatase)	alkaline phosphatase measurement	metabolism;tissue_identity	ST3GAL4	ST3GAL4	2e-09
ST3GAL4	reported_gene;mapped_gene	no	no	yes	yes	GCST008077	30698716	de Vries PS	2019-01-29	LDL cholesterol levels	low density lipoprotein cholesterol measurement	metabolism	ST3GAL4	ST3GAL4	2e-09
ST3GAL4	reported_gene;mapped_gene	no	no	yes	yes	GCST002896	25961943	Surakka I	2015-05-11	Cholesterol, total	total cholesterol measurement	metabolism	ST3GAL4	ST3GAL4	3e-09
ST3GAL4	reported_gene;mapped_gene	no	no	yes	yes	GCST010002	32231278	Hysi PG	2020-03-30	Refractive error	Abnormality of refraction		ST3GAL4	ST3GAL4	6e-09
ST3GAL4	reported_gene;mapped_gene	no	no	yes	yes	GCST90002385	32888494	Vuckovic D	2020-09-01	High light scatter reticulocyte count	reticulocyte count		ST3GAL4	ST3GAL4	7e-09
ST3GAL4	reported_gene;mapped_gene	no	no	yes	yes	GCST005003	28928442	Tian C	2017-09-19	Mumps	susceptibility to mumps measurement	infection	ST3GAL4	ST3GAL4	1e-08
ST3GAL4	reported_gene;mapped_gene	no	no	yes	yes	GCST008084	30698716	de Vries PS	2019-01-29	HDL cholesterol levels x alcohol consumption (drinkers vs non-drinkers) interaction (2df)	alcohol drinking, high density lipoprotein cholesterol measurement	metabolism	ST3GAL4	ST3GAL4	1e-08
ST3GAL4	reported_gene;mapped_gene	no	no	yes	yes	GCST007445	30586737	Sabater-Lleal M	2018-11-20	Factor VIII levels	factor VIII measurement		ST3GAL4	ST3GAL4, KIRREL3	3e-08
ST3GAL4	reported_gene	no	no	yes	no	GCST004236	28334899	Spracklen CN	2017-02-21	LDL cholesterol levels	low density lipoprotein cholesterol measurement	metabolism	ST3GAL4	GSEC, DCPS	5e-08
ST3GAL4	reported_gene	no	no	yes	no	GCST009391	23823483	Rhee EP	2013-07-02	Metabolite levels	thyroxine level	metabolism	ST3GAL4	KIRREL3-AS4, KIRREL3	5e-08
ST3GAL4	reported_gene;mapped_gene	no	no	yes	yes	GCST008084	30698716	de Vries PS	2019-01-29	HDL cholesterol levels x alcohol consumption (drinkers vs non-drinkers) interaction (2df)	alcohol drinking, high density lipoprotein cholesterol measurement	metabolism	ST3GAL4	ST3GAL4	2e-07
ST3GAL4	reported_gene;mapped_gene	no	no	yes	yes	GCST005196	29212778	van der Harst P	2017-12-06	Coronary artery disease	coronary artery disorder		ST3GAL4	ST3GAL4	4e-07
ST3GAL4	reported_gene;mapped_gene	no	no	yes	yes	GCST005194	29212778	van der Harst P	2017-12-06	Coronary artery disease	coronary artery disorder		ST3GAL4	ST3GAL4	1e-06
ST3GAL4	reported_gene;mapped_gene	no	no	yes	yes	GCST008075	30698716	de Vries PS	2019-01-29	HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)	alcohol consumption quality, high density lipoprotein cholesterol measurement	metabolism	ST3GAL4	ST3GAL4	2e-06
ST3GAL4	mapped_gene	no	yes	no	yes	GCST90470342	39789286	Loya H	2025-01-09	PRSS27 protein levels	serine protease 27 measurement	metabolism		ST3GAL4	3e-299
ST3GAL4	mapped_gene	no	yes	no	yes	GCST90469832	39789286	Loya H	2025-01-09	LYVE1 protein levels	lymphatic vessel endothelial hyaluronic acid receptor 1 level	metabolism		ST3GAL4	5e-266
ST3GAL4	mapped_gene	no	yes	no	yes	GCST90469605	39789286	Loya H	2025-01-09	IL7R protein levels	interleukin 7 receptor subunit alpha measurement	metabolism		ST3GAL4, KIRREL3	3e-262
ST3GAL4	mapped_gene	no	yes	no	yes	GCST90469574	39789286	Loya H	2025-01-09	IL1RL1 protein levels	obsolete_interleukin-1 receptor-like 1 measurement	metabolism		ST3GAL4, KIRREL3	2.9999999999999998e-182
ST3GAL4	mapped_gene	no	yes	no	yes	GCST90470637	39789286	Loya H	2025-01-09	SIGLEC9 protein levels	sialic acid-binding Ig-like lectin 9 amount	metabolism		ST3GAL4	1e-178
ST3GAL4	mapped_gene	no	yes	no	yes	GCST90469702	39789286	Loya H	2025-01-09	KLK1 protein levels	level of kallikrein-1 in blood	metabolism		ST3GAL4	8e-177
ST3GAL4	mapped_gene	no	yes	no	yes	GCST90468771	39789286	Loya H	2025-01-09	CLEC4A protein levels	level of C-type lectin domain family 4 member A in blood	metabolism		ST3GAL4, KIRREL3	3e-175
ST3GAL4	mapped_gene	no	yes	no	yes	GCST90469331	39789286	Loya H	2025-01-09	GFRAL protein levels	GDNF family receptor alpha-like measurement	metabolism		ST3GAL4, KIRREL3	4e-143
ST3GAL4	mapped_gene	no	yes	no	yes	GCST90470342	39789286	Loya H	2025-01-09	PRSS27 protein levels	serine protease 27 measurement	metabolism		ST3GAL4	1e-109
ST3GAL4	mapped_gene	no	yes	no	yes	GCST90468667	39789286	Loya H	2025-01-09	CDCP1 protein levels	obsolete_CUB domain-containing protein 1 measurement	metabolism		ST3GAL4	3e-108
ST3GAL4	mapped_gene	no	yes	no	yes	GCST90468806	39789286	Loya H	2025-01-09	CNTN4 protein levels	contactin-4 measurement	metabolism		ST3GAL4	6e-103
ST3GAL4	mapped_gene	no	yes	no	yes	GCST90470929	39789286	Loya H	2025-01-09	TNR protein levels	tenascin-R measurement	metabolism		ST3GAL4, KIRREL3	3e-101
ST3GAL4	mapped_gene	no	yes	no	yes	GCST90470566	39789286	Loya H	2025-01-09	SELE protein levels	E-selectin amount	metabolism		ST3GAL4, KIRREL3	2e-98
ST3GAL4	mapped_gene	no	yes	no	yes	GCST90470829	39789286	Loya H	2025-01-09	TEK protein levels	angiopoietin-1 receptor measurement	metabolism		ST3GAL4, KIRREL3	1e-92
ST3GAL4	mapped_gene	no	yes	no	yes	GCST90468654	39789286	Loya H	2025-01-09	CD86 protein levels	CD86 molecule level	metabolism		ST3GAL4	2e-92
ST3GAL4	mapped_gene	no	yes	no	yes	GCST90470280	39789286	Loya H	2025-01-09	PODXL protein levels	podocalyxin measurement	metabolism		ST3GAL4, KIRREL3	2e-89
ST3GAL4	mapped_gene	no	yes	no	yes	GCST90470634	39789286	Loya H	2025-01-09	SIGLEC6 protein levels	sialic acid-binding Ig-like lectin 6 amount	metabolism		ST3GAL4	6e-89
ST3GAL4	mapped_gene	no	yes	no	yes	GCST90469203	39789286	Loya H	2025-01-09	FCN1 protein levels	ficolin-1 measurement	metabolism		ST3GAL4	3e-88
ST3GAL4	mapped_gene	no	yes	no	yes	GCST90470206	39789286	Loya H	2025-01-09	PECAM1 protein levels	platelet endothelial cell adhesion molecule measurement	metabolism		ST3GAL4, KIRREL3	3e-87
ST3GAL4	mapped_gene	no	yes	no	yes	GCST90249879	34648354	Pietzner M	2021-11-12	T-cell immunoglobulin and mucin domain-containing protein 4 levels	protein measurement	immune_inflammation;metabolism		ST3GAL4	9.999999999999999e-87
ST3GAL4	mapped_gene	no	yes	no	yes	GCST90662892	40436827	Jee YH	2025-05-28	Low-density lipoprotein levels	low density lipoprotein cholesterol measurement	metabolism		ST3GAL4	3e-82
ST3GAL4	mapped_gene	no	yes	no	yes	GCST90468676	39789286	Loya H	2025-01-09	CDH5 protein levels	cadherin-5 measurement	metabolism		ST3GAL4, KIRREL3	1.0000000000000001e-75
ST3GAL4	mapped_gene	no	yes	no	yes	GCST90469950	39789286	Loya H	2025-01-09	MSR1 protein levels	macrophage scavenger receptor types I and II level	metabolism		ST3GAL4	6e-74
ST3GAL4	mapped_gene	no	yes	no	yes	GCST90470930	39789286	Loya H	2025-01-09	TNXB protein levels	tenascin-X measurement	metabolism		ST3GAL4	2.0000000000000002e-72
ST3GAL4	mapped_gene	no	yes	no	yes	GCST90468474	39789286	Loya H	2025-01-09	BST1 protein levels	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2 measurement	metabolism		ST3GAL4	5.000000000000001e-72
ST3GAL4	mapped_gene	no	yes	no	yes	GCST90468600	39789286	Loya H	2025-01-09	CD163 protein levels	scavenger receptor cysteine-rich type 1 protein m130 measurement	metabolism		ST3GAL4	1e-71
ST3GAL4	mapped_gene	no	yes	no	yes	GCST90469672	39789286	Loya H	2025-01-09	KDR protein levels	vascular endothelial growth factor receptor 2  level	metabolism		ST3GAL4, KIRREL3	4e-71
ST3GAL4	mapped_gene	no	yes	no	yes	GCST90469108	39789286	Loya H	2025-01-09	ENG protein levels	endoglin measurement	metabolism		KIRREL3, ST3GAL4	7e-71
ST3GAL4	mapped_gene	no	yes	no	yes	GCST90315242	38412862	Suhre K	2024-02-20	JAM2/TNFRSF21 protein level ratio	JAM2/TNFRSF21 protein level ratio in blood	metabolism		ST3GAL4	4e-68
ST3GAL4	mapped_gene	no	yes	no	yes	GCST90470252	39789286	Loya H	2025-01-09	PLAU protein levels	urokinase-type plasminogen activator measurement	metabolism		ST3GAL4	1e-67
ST3GAL4	mapped_gene	no	yes	no	yes	GCST90470566	39789286	Loya H	2025-01-09	SELE protein levels	E-selectin amount	metabolism		ST3GAL4	8.000000000000001e-66
ST3GAL4	mapped_gene	no	yes	no	yes	GCST90469603	39789286	Loya H	2025-01-09	IL6ST protein levels	level of interleukin-6 receptor subunit beta in blood serum	metabolism		ST3GAL4	6e-65
ST3GAL4	mapped_gene	no	yes	no	yes	GCST90249882	34648354	Pietzner M	2021-11-12	Toll/interleukin-1 receptor domain-containing adapter protein levels	toll/interleukin-1 receptor domain-containing adapter protein measurement	metabolism		ST3GAL4	1e-64
ST3GAL4	mapped_gene	no	yes	no	yes	GCST90468771	39789286	Loya H	2025-01-09	CLEC4A protein levels	level of C-type lectin domain family 4 member A in blood	metabolism		ST3GAL4	6.999999999999999e-64
ST3GAL4	mapped_gene	no	yes	no	yes	GCST90469647	39789286	Loya H	2025-01-09	ITGB7 protein levels	integrin beta-7 measurement	metabolism		ST3GAL4	9.999999999999999e-64
ST3GAL4	mapped_gene	no	yes	no	yes	GCST90315813	38412862	Suhre K	2024-02-20	SCARF2/TNFRSF21 protein level ratio	SCARF2/TNFRSF21 protein level ratio in blood	metabolism		ST3GAL4	3.9999999999999997e-63
ST3GAL4	mapped_gene	no	yes	no	yes	GCST90470382	39789286	Loya H	2025-01-09	PTPRH protein levels	receptor-type tyrosine-protein phosphatase H measurement	metabolism		ST3GAL4	1e-61
ST3GAL4	mapped_gene	no	yes	no	yes	GCST90469723	39789286	Loya H	2025-01-09	L1CAM protein levels	amount of neural cell adhesion molecule L1 (human) in blood	metabolism		ST3GAL4	4e-59
ST3GAL4	mapped_gene	no	yes	no	yes	GCST90469605	39789286	Loya H	2025-01-09	IL7R protein levels	interleukin 7 receptor subunit alpha measurement	metabolism		ST3GAL4	1e-58
ST3GAL4	mapped_gene	no	yes	no	yes	GCST90469030	39789286	Loya H	2025-01-09	DPEP1 protein levels	dipeptidase 1 measurement	metabolism		ST3GAL4	1e-57
ST3GAL4	mapped_gene	no	yes	no	yes	GCST90470912	39789286	Loya H	2025-01-09	TNFRSF21 protein levels	amount of tumor necrosis factor receptor superfamily member 21 (human) in blood	cancer;metabolism		ST3GAL4	9.999999999999999e-57
ST3GAL4	mapped_gene	no	yes	no	yes	GCST90470866	39789286	Loya H	2025-01-09	TIMD4 protein levels	level of T-cell immunoglobulin and mucin domain-containing protein 4 in blood	immune_inflammation;metabolism		ST3GAL4	5.9999999999999996e-55
ST3GAL4	mapped_gene	no	yes	no	yes	GCST90313420	38412862	Suhre K	2024-02-20	AXL/IL18BP protein level ratio	AXL/IL18BP protein level ratio in blood	metabolism		ST3GAL4	3.9999999999999995e-54
ST3GAL4	mapped_gene	no	yes	no	yes	GCST90469629	39789286	Loya H	2025-01-09	ISLR2 protein levels	immunoglobulin superfamily containing leucine-rich repeat protein 2 measurement	immune_inflammation;metabolism		ST3GAL4	2e-53
ST3GAL4	mapped_gene	no	yes	no	yes	GCST90313178	38412862	Suhre K	2024-02-20	ADGRE2/SIGLEC1 protein level ratio	ADGRE2/SIGLEC1 protein level ratio in blood	metabolism		ST3GAL4	1e-51
ST3GAL4	mapped_gene	no	yes	no	yes	GCST90469444	39789286	Loya H	2025-01-09	HEG1 protein levels	protein HEG homolog 1 measurement	metabolism		ST3GAL4, KIRREL3	1.0000000000000001e-49
ST3GAL4	mapped_gene	no	yes	no	yes	GCST90470923	39789286	Loya H	2025-01-09	TNFSF8 protein levels	tumor necrosis factor ligand superfamily member 8 measurement	cancer;metabolism		ST3GAL4	2.0000000000000003e-49
ST3GAL4	mapped_gene	no	yes	no	yes	GCST90470026	39789286	Loya H	2025-01-09	NELL1 protein levels	protein kinase C-binding protein NELL1 measurement	metabolism		ST3GAL4	3e-49
ST3GAL4	mapped_gene	no	yes	no	yes	GCST90470854	39789286	Loya H	2025-01-09	THBS2 protein levels	thrombospondin-2 measurement	metabolism		ST3GAL4	4.0000000000000005e-49
ST3GAL4	mapped_gene	no	yes	no	yes	GCST90469643	39789286	Loya H	2025-01-09	ITGB1 protein levels	level of integrin beta-1 in blood	metabolism		ST3GAL4	3e-48
ST3GAL4	mapped_gene	no	yes	no	yes	GCST90469698	39789286	Loya H	2025-01-09	KLK12 protein levels	kallikrein-12 measurement	metabolism		ST3GAL4	4e-48
ST3GAL4	mapped_gene	no	yes	no	yes	GCST90469500	39789286	Loya H	2025-01-09	ICAM3 protein levels	intercellular adhesion molecule 3 measurement	metabolism		ST3GAL4	6e-48
ST3GAL4	mapped_gene	no	yes	no	yes	GCST90469380	39789286	Loya H	2025-01-09	GP1BA protein levels	platelet glycoprotein Ib alpha chain level	glycome;metabolism		ST3GAL4	2e-47
ST3GAL4	mapped_gene	no	yes	no	yes	GCST90012040	33067605	Folkersen L	2020-10-16	ST2 protein levels	ST2 protein measurement	metabolism		ST3GAL4, KIRREL3	2.9999999999999997e-47
ST3GAL4	mapped_gene	no	yes	no	yes	GCST90468851	39789286	Loya H	2025-01-09	CR1 protein levels	level of complement receptor type 1 in blood	metabolism		ST3GAL4	4e-47
ST3GAL4	mapped_gene	no	yes	no	yes	GCST90470379	39789286	Loya H	2025-01-09	PTPRB protein levels	level of receptor-type tyrosine-protein phosphatase beta in blood	metabolism		KIRREL3, ST3GAL4	3e-46
