symbol	match_basis	direct_glycome_match	interface_match	reported_gene_match	mapped_gene_match	study_accession	pubmed_id	first_author	publication_date	disease_trait	mapped_trait	trait_categories	reported_genes	mapped_genes	p_value
FUT3	reported_gene;mapped_gene	no	no	yes	yes	GCST004161	28334792	Nongmaithem SS	2017-02-27	Vitamin B12 levels	vitamin B12 measurement		FUT6, FUT3	FUT6 - FUT3	1.0000000000000001e-23
FUT3	reported_gene;mapped_gene	no	no	yes	yes	GCST90011900	33547301	Chen VL	2021-02-05	Serum alkaline phosphatase levels	alkaline phosphatase measurement	metabolism;tissue_identity	FUT6, FUT3	FUT6 - FUT3	2e-13
FUT3	reported_gene;mapped_gene	no	yes	yes	yes	GCST009648	31666285	Olafsson S	2019-10-30	Serum cancer antigen 19.9 levels	cancer antigen 19.9 measurement	cancer	FUT3	FUT3	4e-10
FUT3	reported_gene;mapped_gene	no	no	yes	yes	GCST002485	24941225	Liang Y	2014-06-18	Elevated serum carcinoembryonic antigen levels	serum carcinoembryonic antigen measurement	cancer	FUT3	FUT3 - FUT5	3e-08
FUT3	mapped_gene	no	yes	no	yes	GCST90469186	39789286	Loya H	2025-01-09	FAM3B protein levels	protein FAM3B measurement	metabolism		FUT6 - FUT3	2e-306
FUT3	mapped_gene	no	yes	no	yes	GCST001808	23300138	He M	2013-01-07	Tumor biomarkers	cancer biomarker measurement	cancer	FUT6	FUT6 - FUT3	3e-290
FUT3	mapped_gene	no	yes	no	yes	GCST90088733	35078996	Gudjonsson A	2022-01-25	Serum levels of protein FUT3	blood protein amount	tissue_identity		FUT6 - FUT3	1e-258
FUT3	mapped_gene	no	yes	no	yes	GCST009648	31666285	Olafsson S	2019-10-30	Serum cancer antigen 19.9 levels	cancer antigen 19.9 measurement	cancer	FUT6	FUT6 - FUT3	2e-179
FUT3	mapped_gene	no	yes	no	yes	GCST90088734	35078996	Gudjonsson A	2022-01-25	Serum levels of protein FUT5	blood protein amount	tissue_identity		FUT6 - FUT3	4.0000000000000004e-171
FUT3	mapped_gene	no	yes	no	yes	GCST90469887	39789286	Loya H	2025-01-09	MEP1A protein levels	level of meprin A subunit alpha in blood	metabolism		FUT6 - FUT3	5e-138
FUT3	mapped_gene	no	yes	no	yes	GCST90468669	39789286	Loya H	2025-01-09	CDH17 protein levels	level of cadherin-17 in blood serum	metabolism		FUT6 - FUT3	9e-133
FUT3	mapped_gene	no	yes	no	yes	GCST90469829	39789286	Loya H	2025-01-09	LYPD8 protein levels	level of Ly6/PLAUR domain-containing protein 8 in blood serum	metabolism		FUT6 - FUT3	9e-130
FUT3	mapped_gene	no	yes	no	yes	GCST90470342	39789286	Loya H	2025-01-09	PRSS27 protein levels	serine protease 27 measurement	metabolism		FUT6 - FUT3	4.0000000000000003e-112
FUT3	mapped_gene	no	yes	no	yes	GCST90469965	39789286	Loya H	2025-01-09	MUC2 protein levels	level of mucin-2 in blood	metabolism		FUT3	9.999999999999999e-98
FUT3	mapped_gene	no	yes	no	yes	GCST90429171	38626723	Jeon S	2024-01-01	Carbohydrate antigen 19-9 levels	cancer biomarker measurement	cancer		FUT3	4e-85
FUT3	mapped_gene	no	yes	no	yes	GCST90471051	39789286	Loya H	2025-01-09	VSIG2 protein levels	v-set and immunoglobulin domain-containing protein 2 measurement	immune_inflammation;metabolism		FUT6 - FUT3	2e-70
FUT3	mapped_gene	no	yes	no	yes	GCST90088733	35078996	Gudjonsson A	2022-01-25	Serum levels of protein FUT3	blood protein amount	tissue_identity		FUT3	3e-69
FUT3	mapped_gene	no	yes	no	yes	GCST90468696	39789286	Loya H	2025-01-09	CEACAM5 protein levels	level of carcinoembryonic antigen-related cell adhesion molecule 5 in blood	metabolism		FUT6 - FUT3	2.0000000000000002e-66
FUT3	mapped_gene	no	yes	no	yes	GCST90468507	39789286	Loya H	2025-01-09	CA12 protein levels	level of carbonic anhydrase 12 in blood serum	metabolism		FUT6 - FUT3	2e-65
FUT3	mapped_gene	no	yes	no	yes	GCST90469188	39789286	Loya H	2025-01-09	FAM3D protein levels	protein FAM3D measurement	metabolism		FUT6 - FUT3	3e-64
FUT3	mapped_gene	no	yes	no	yes	GCST90469042	39789286	Loya H	2025-01-09	DSG2 protein levels	desmoglein-2 measurement	metabolism		FUT6 - FUT3	3e-61
FUT3	mapped_gene	no	yes	no	yes	GCST90470447	39789286	Loya H	2025-01-09	REG1A protein levels	lithostathine-1-alpha measurement	metabolism		FUT6 - FUT3	3e-60
FUT3	mapped_gene	no	yes	no	yes	GCST90429171	38626723	Jeon S	2024-01-01	Carbohydrate antigen 19-9 levels	cancer biomarker measurement	cancer		FUT3	2e-59
FUT3	mapped_gene	no	yes	no	yes	GCST90470892	39789286	Loya H	2025-01-09	TMPRSS15 protein levels	enteropeptidase measurement	metabolism		FUT6 - FUT3	2e-59
FUT3	mapped_gene	no	yes	no	yes	GCST90470232	39789286	Loya H	2025-01-09	PIGR protein levels	polymeric immunoglobulin receptor measurement	immune_inflammation;metabolism		FUT6 - FUT3	9e-57
FUT3	mapped_gene	no	yes	no	yes	GCST001808	23300138	He M	2013-01-07	Tumor biomarkers	cancer biomarker measurement	cancer	FUT6	FUT6 - FUT3	1.9999999999999999e-56
FUT3	mapped_gene	no	yes	no	yes	GCST90470727	39789286	Loya H	2025-01-09	SPINT1 protein levels	Kunitz-type protease inhibitor 1 measurement	metabolism		FUT6 - FUT3	9.999999999999999e-51
FUT3	mapped_gene	no	yes	no	yes	GCST90104259	35121771	Choe EK	2022-02-04	Carbohydrate antigen 19-9 levels	cancer antigen 19.9 measurement	cancer		FUT3	1e-46
FUT3	mapped_gene	no	yes	no	yes	GCST90469789	39789286	Loya H	2025-01-09	LPO protein levels	lactoperoxidase measurement	metabolism		FUT3	3e-46
FUT3	mapped_gene	no	yes	no	yes	GCST90468670	39789286	Loya H	2025-01-09	CDH1 protein levels	cadherin-1 measurement	metabolism		FUT6 - FUT3	6e-43
FUT3	mapped_gene	no	yes	no	yes	GCST90470448	39789286	Loya H	2025-01-09	REG1B protein levels	level of lithostathine-1-beta in blood	metabolism		FUT6 - FUT3	3.9999999999999995e-42
FUT3	mapped_gene	no	yes	no	yes	GCST90469761	39789286	Loya H	2025-01-09	LGALS3 protein levels	galectin-3 measurement	metabolism		FUT3	1e-41
FUT3	mapped_gene	no	yes	no	yes	GCST90469753	39789286	Loya H	2025-01-09	LEG1 protein levels	level of protein LEG1 homolog in blood	metabolism		FUT3 - FUT5	1.0000000000000001e-39
FUT3	mapped_gene	no	yes	no	yes	GCST001808	23300138	He M	2013-01-07	Tumor biomarkers	cancer biomarker measurement	cancer	FUT6	FUT6 - FUT3	1e-35
FUT3	mapped_gene	no	yes	no	yes	GCST90469828	39789286	Loya H	2025-01-09	LYPD3 protein levels	Ly6/PLAUR domain-containing protein 3 measurement	metabolism		FUT3	9.999999999999999e-33
FUT3	mapped_gene	no	yes	no	yes	GCST90470980	39789286	Loya H	2025-01-09	TSPAN8 protein levels	level of tetraspanin-8 in blood	metabolism		FUT6 - FUT3	4e-31
FUT3	mapped_gene	no	yes	no	yes	GCST90469220	39789286	Loya H	2025-01-09	FGF19 protein levels	fibroblast growth factor 19  level	metabolism		FUT6 - FUT3	5e-28
FUT3	mapped_gene	no	yes	no	yes	GCST90468919	39789286	Loya H	2025-01-09	CUZD1 protein levels	CUB and zona pellucida-like domain-containing protein 1 measurement	metabolism		FUT6 - FUT3	1.9999999999999998e-26
FUT3	mapped_gene	no	yes	no	yes	GCST90469382	39789286	Loya H	2025-01-09	GP2 protein levels	level of pancreatic secretory granule membrane major glycoprotein GP2 in blood	glycome;metabolism		FUT6 - FUT3	4.0000000000000004e-24
FUT3	mapped_gene	no	yes	no	yes	GCST90468518	39789286	Loya H	2025-01-09	CA9 protein levels	carbonic anhydrase 9 measurement	metabolism		FUT3	2e-22
FUT3	mapped_gene	no	yes	no	yes	GCST90469753	39789286	Loya H	2025-01-09	LEG1 protein levels	level of protein LEG1 homolog in blood	metabolism		FUT3 - FUT5	5e-20
FUT3	mapped_gene	no	yes	no	yes	GCST90088734	35078996	Gudjonsson A	2022-01-25	Serum levels of protein FUT5	blood protein amount	tissue_identity		FUT3 - FUT5	2e-18
FUT3	mapped_gene	no	yes	no	yes	GCST90470978	39789286	Loya H	2025-01-09	TSPAN1 protein levels	level of tetraspanin-1 in blood	metabolism		FUT6 - FUT3	3e-17
FUT3	mapped_gene	no	yes	no	yes	GCST90468970	39789286	Loya H	2025-01-09	DDR1 protein levels	epithelial discoidin domain-containing receptor 1 measurement	metabolism;tissue_identity		FUT6 - FUT3	7e-17
FUT3	mapped_gene	no	yes	no	yes	GCST90470819	39789286	Loya H	2025-01-09	TCN1 protein levels	transcobalamin-1 measurement	metabolism		FUT3	2e-16
FUT3	mapped_gene	no	yes	no	yes	GCST90469568	39789286	Loya H	2025-01-09	IL19 protein levels	interleukin 19 measurement	metabolism		FUT3	4e-16
FUT3	mapped_gene	no	yes	no	yes	GCST90429171	38626723	Jeon S	2024-01-01	Carbohydrate antigen 19-9 levels	cancer biomarker measurement	cancer		FUT3	4e-15
FUT3	mapped_gene	no	yes	no	yes	GCST90469130	39789286	Loya H	2025-01-09	EPHA2 protein levels	ephrin type-A receptor 2 amount	metabolism		FUT6 - FUT3	8e-15
FUT3	mapped_gene	no	yes	no	yes	GCST90470021	39789286	Loya H	2025-01-09	NECTIN4 protein levels	nectin-4 measurement	metabolism		FUT6 - FUT3	3e-14
FUT3	mapped_gene	no	yes	no	yes	GCST90470274	39789286	Loya H	2025-01-09	PNLIPRP2 protein levels	level of pancreatic lipase-related protein 2 in blood serum	metabolism		FUT3	4e-14
FUT3	mapped_gene	no	yes	no	yes	GCST90469187	39789286	Loya H	2025-01-09	FAM3C protein levels	level of protein FAM3C in blood	metabolism		FUT6 - FUT3	7e-14
FUT3	mapped_gene	no	yes	no	yes	GCST90469259	39789286	Loya H	2025-01-09	FOLR1 protein levels	level of folate receptor alpha in blood	metabolism		FUT3	2e-13
FUT3	mapped_gene	no	yes	no	yes	GCST90471059	39789286	Loya H	2025-01-09	VTCN1 protein levels	level of V-set domain-containing T-cell activation inhibitor 1 in blood	metabolism		FUT6 - FUT3	2e-13
FUT3	mapped_gene	no	yes	no	yes	GCST90179466	36349687	Png G	2022-11-09	V-set and immunoglobulin domain-containing protein 2 levels	level of V-set and immunoglobulin domain-containing protein 2 in blood serum	immune_inflammation;metabolism;tissue_identity		FUT6 - FUT3	8e-13
FUT3	mapped_gene	no	yes	no	yes	GCST90662892	40436827	Jee YH	2025-05-28	Low-density lipoprotein levels	low density lipoprotein cholesterol measurement	metabolism		FUT6 - FUT3	8e-13
FUT3	mapped_gene	no	yes	no	yes	GCST90468567	39789286	Loya H	2025-01-09	CCL15 protein levels	C-C motif chemokine 15 level	metabolism		FUT6 - FUT3	2e-12
FUT3	mapped_gene	no	yes	no	yes	GCST90469765	39789286	Loya H	2025-01-09	LGALS9 protein levels	galectin-9 measurement	metabolism		FUT3	6e-12
FUT3	mapped_gene	no	yes	no	yes	GCST90469170	39789286	Loya H	2025-01-09	F3 protein levels	tissue factor measurement	metabolism		FUT6 - FUT3	7e-12
FUT3	mapped_gene	no	yes	no	yes	GCST90439666	40883583	Kuliesius J	2025-08-29	PAXIP1-associated protein 1 protein levels (SomaScan ID:4548-4)	level of PAXIP1-associated glutamate-rich protein 1 in blood serum	metabolism		FUT3	1e-11
FUT3	mapped_gene	no	yes	no	yes	GCST90470352	39789286	Loya H	2025-01-09	PSCA protein levels	level of prostate stem cell antigen in blood	metabolism		FUT3	1e-11
FUT3	mapped_gene	no	yes	no	yes	GCST90129505	36539618	Fernandez-Rozadilla C	2022-12-20	Colorectal cancer	colorectal cancer	cancer		FUT6 - FUT3	1e-10
FUT3	mapped_gene	no	yes	no	yes	GCST90662856	40436827	Jee YH	2025-05-28	Low-density lipoprotein levels	low density lipoprotein cholesterol measurement	metabolism		FUT6 - FUT3	3e-09
FUT8	reported_gene	yes	no	yes	no	GCST009860	32128391	Klaric L	2020-02-19	IgG N-glycosylation phenotypes (multivariate analysis)	serum IgG glycosylation measurement	glycome;immune_inflammation	FUT8	PTBP1P - MIR4708	1e-58
FUT8	reported_gene;mapped_gene	yes	no	yes	yes	GCST008108	31163085	Sharapov SZ	2019-06-15	N-glycan levels	N-glycan measurement	glycome	FUT8	FUT8	5.0000000000000005e-37
FUT8	reported_gene;mapped_gene	yes	no	yes	yes	GCST005046	21908519	Huffman JE	2011-12-15	N-glycan levels	N-glycan measurement	glycome	FUT8	MIR4708 - FUT8	2.0000000000000002e-23
FUT8	reported_gene	yes	no	yes	no	GCST001848	23382691	Lauc G	2013-01-31	IgG glycosylation	serum IgG glycosylation measurement	cancer;glycome;immune_inflammation	FUT8	PTBP1P - MIR4708	1e-22
FUT8	reported_gene	yes	no	yes	no	GCST005046	21908519	Huffman JE	2011-12-15	N-glycan levels	N-glycan measurement	glycome	FUT8	PTBP1P - MIR4708	2e-22
FUT8	reported_gene	yes	no	yes	no	GCST005046	21908519	Huffman JE	2011-12-15	N-glycan levels	N-glycan measurement	glycome	FUT8	PTBP1P - MIR4708	2e-21
FUT8	reported_gene	yes	no	yes	no	GCST001848	23382691	Lauc G	2013-01-31	IgG glycosylation	serum IgG glycosylation measurement	cancer;glycome;immune_inflammation	FUT8	PTBP1P - MIR4708	3e-21
FUT8	reported_gene	yes	no	yes	no	GCST001848	23382691	Lauc G	2013-01-31	IgG glycosylation	serum IgG glycosylation measurement	cancer;glycome;immune_inflammation	FUT8	PTBP1P - MIR4708	8e-20
FUT8	reported_gene	yes	no	yes	no	GCST001848	23382691	Lauc G	2013-01-31	IgG glycosylation	serum IgG glycosylation measurement	cancer;glycome;immune_inflammation	FUT8	PTBP1P - MIR4708	2e-19
FUT8	reported_gene	yes	no	yes	no	GCST000925	21203500	Lauc G	2010-12-23	N-glycan levels	N-glycan measurement	glycome;tissue_identity	FUT8	PTBP1P - MIR4708	3e-18
FUT8	reported_gene	yes	no	yes	no	GCST004924	28878392	Shen X	2017-09-06	IgG monogalactosylation phenotypes (multivariate analysis)	IgG monogalactosylation measurement	glycome;immune_inflammation	FUT8	PTBP1P - MIR4708	1e-17
FUT8	reported_gene	yes	no	yes	no	GCST001848	23382691	Lauc G	2013-01-31	IgG glycosylation	serum IgG glycosylation measurement	cancer;glycome;immune_inflammation	FUT8	PTBP1P - MIR4708	3e-17
FUT8	reported_gene;mapped_gene	yes	no	yes	yes	GCST005046	21908519	Huffman JE	2011-12-15	N-glycan levels	N-glycan measurement	glycome	FUT8	MIR4708 - FUT8	2e-16
FUT8	reported_gene	yes	no	yes	no	GCST004926	28878392	Shen X	2017-09-06	IgG digalactosylation phenotypes (multivariate analysis)	IgG digalactosylation measurement	glycome;immune_inflammation	FUT8	PTBP1P - MIR4708	3e-16
FUT8	reported_gene	yes	no	yes	no	GCST004927	28878392	Shen X	2017-09-06	IgG galactosylation phenotypes (multivariate analysis)	IgG galactosylation measurement	glycome;immune_inflammation	FUT8	PTBP1P - MIR4708	1e-15
FUT8	reported_gene	yes	no	yes	no	GCST004925	28878392	Shen X	2017-09-06	IgG N-glycosylation phenotypes (multivariate analysis)	serum IgG glycosylation measurement	glycome;immune_inflammation	FUT8	PTBP1P - MIR4708	3e-15
FUT8	reported_gene	yes	no	yes	no	GCST001848	23382691	Lauc G	2013-01-31	IgG glycosylation	serum IgG glycosylation measurement	cancer;glycome;immune_inflammation	FUT8	PTBP1P - MIR4708	5e-15
FUT8	reported_gene	yes	no	yes	no	GCST004930	28878392	Shen X	2017-09-06	IgG sialylation phenotypes (multivariate analysis)	IgG sialylation measurement	glycome;immune_inflammation	FUT8	PTBP1P - MIR4708	5e-15
FUT8	reported_gene	yes	no	yes	no	GCST004932	28878392	Shen X	2017-09-06	IgG monosialylation phenotypes (multivariate analysis)	IgG monosialylation measurement	glycome;immune_inflammation	FUT8	PTBP1P - MIR4708	6e-15
FUT8	reported_gene;mapped_gene	yes	no	yes	yes	GCST005046	21908519	Huffman JE	2011-12-15	N-glycan levels	N-glycan measurement	glycome	FUT8	FUT8 - NCOA4P1	7e-15
FUT8	reported_gene;mapped_gene	yes	no	yes	yes	GCST005046	21908519	Huffman JE	2011-12-15	N-glycan levels	N-glycan measurement	glycome	FUT8	FUT8	1e-14
FUT8	reported_gene;mapped_gene	yes	no	yes	yes	GCST005046	21908519	Huffman JE	2011-12-15	N-glycan levels	N-glycan measurement	glycome	FUT8	FUT8	1e-14
FUT8	reported_gene	yes	no	yes	no	GCST001848	23382691	Lauc G	2013-01-31	IgG glycosylation	serum IgG glycosylation measurement	cancer;glycome;immune_inflammation	FUT8	PTBP1P - MIR4708	3e-14
FUT8	reported_gene	yes	no	yes	no	GCST001848	23382691	Lauc G	2013-01-31	IgG glycosylation	serum IgG glycosylation measurement	cancer;glycome;immune_inflammation	FUT8	PTBP1P - MIR4708	7e-14
FUT8	reported_gene	yes	no	yes	no	GCST001848	23382691	Lauc G	2013-01-31	IgG glycosylation	serum IgG glycosylation measurement	cancer;glycome;immune_inflammation	FUT8	PTBP1P - MIR4708	2e-13
FUT8	reported_gene	yes	no	yes	no	GCST005046	21908519	Huffman JE	2011-12-15	N-glycan levels	N-glycan measurement	glycome	FUT8	PTBP1P - MIR4708	2e-12
FUT8	reported_gene	yes	no	yes	no	GCST005046	21908519	Huffman JE	2011-12-15	N-glycan levels	N-glycan measurement	glycome	FUT8	PTBP1P - MIR4708	2e-12
FUT8	reported_gene;mapped_gene	yes	no	yes	yes	GCST005046	21908519	Huffman JE	2011-12-15	N-glycan levels	N-glycan measurement	glycome	FUT8	FUT8	3e-11
FUT8	reported_gene	yes	no	yes	no	GCST005046	21908519	Huffman JE	2011-12-15	N-glycan levels	N-glycan measurement	glycome	FUT8	PTBP1P - MIR4708	9e-11
FUT8	reported_gene	yes	no	yes	no	GCST001848	23382691	Lauc G	2013-01-31	IgG glycosylation	serum IgG glycosylation measurement	cancer;glycome;immune_inflammation	FUT8	PTBP1P - MIR4708	1e-10
FUT8	reported_gene	yes	no	yes	no	GCST004929	28878392	Shen X	2017-09-06	IgG fucosylation phenotypes (multivariate analysis)	IgG fucosylation measurement	glycome;immune_inflammation	FUT8	PTBP1P - MIR4708	6e-10
FUT8	reported_gene;mapped_gene	yes	no	yes	yes	GCST005046	21908519	Huffman JE	2011-12-15	N-glycan levels	N-glycan measurement	glycome	FUT8	FUT8	9e-10
FUT8	reported_gene;mapped_gene	yes	no	yes	yes	GCST000925	21203500	Lauc G	2010-12-23	N-glycan levels	N-glycan measurement	glycome;tissue_identity	FUT8	FUT8	1e-08
FUT8	reported_gene;mapped_gene	yes	no	yes	yes	GCST005046	21908519	Huffman JE	2011-12-15	N-glycan levels	N-glycan measurement	glycome	FUT8	FUT8	1e-08
FUT8	reported_gene;mapped_gene	yes	no	yes	yes	GCST005046	21908519	Huffman JE	2011-12-15	N-glycan levels	N-glycan measurement	glycome	FUT8	FUT8	2e-08
FUT8	reported_gene	yes	no	yes	no	GCST001848	23382691	Lauc G	2013-01-31	IgG glycosylation	serum IgG glycosylation measurement	cancer;glycome;immune_inflammation	FUT8	PTBP1P - MIR4708	3e-08
FUT8	reported_gene	yes	no	yes	no	GCST001848	23382691	Lauc G	2013-01-31	IgG glycosylation	serum IgG glycosylation measurement	cancer;glycome;immune_inflammation	FUT8	PTBP1P - MIR4708	2e-06
FUT8	reported_gene	yes	no	yes	no	GCST001848	23382691	Lauc G	2013-01-31	IgG glycosylation	serum IgG glycosylation measurement	cancer;glycome;immune_inflammation	FUT8	PTBP1P - MIR4708	6e-06
FUT8	mapped_gene	yes	yes	no	yes	GCST90469281	39789286	Loya H	2025-01-09	FUT8 protein levels	level of alpha-(1,6)-fucosyltransferase in blood	metabolism		FUT8 - NCOA4P1	5.9999999999999995e-248
FUT8	mapped_gene	yes	no	no	yes	GCST90668789	40593539	Sharapov S	2025-07-01	Percentage of core-fucosylation of trigalactosylated structures (GP111)	N-glycan measurement	glycome;immune_inflammation;tissue_identity		FUT8	6e-184
FUT8	mapped_gene	yes	no	no	yes	GCST90671969	40593539	Sharapov S	2025-07-01	N-glycosylation (multivariate analysis)	N-glycan measurement	glycome;immune_inflammation;tissue_identity		FUT8	9e-164
FUT8	mapped_gene	yes	no	no	yes	GCST90668555	40593539	Sharapov S	2025-07-01	Percentage of core-fucosylation of trigalactosylated structures (GP111)	N-glycan measurement	glycome;immune_inflammation;tissue_identity		MIR4708 - FUT8	4e-143
FUT8	mapped_gene	yes	no	no	yes	GCST90059964	34857772	Png G	2021-12-02	Alpha-(1,6)-fucosyltransferase levels	level of alpha-(1,6)-fucosyltransferase in blood serum			MIR4708 - FUT8	2e-111
FUT8	mapped_gene	yes	yes	no	yes	GCST90469281	39789286	Loya H	2025-01-09	FUT8 protein levels	level of alpha-(1,6)-fucosyltransferase in blood	metabolism		FUT8	1e-89
FUT8	mapped_gene	yes	no	no	yes	GCST90246455	34648354	Pietzner M	2021-11-12	Advanced glycosylation end product-specific receptor, soluble levels	advanced glycosylation end product-specific receptor amount	glycome		FUT8	1.9999999999999999e-63
FUT8	mapped_gene	yes	no	no	yes	GCST90059964	34857772	Png G	2021-12-02	Alpha-(1,6)-fucosyltransferase levels	level of alpha-(1,6)-fucosyltransferase in blood serum			FUT8	5e-63
FUT8	mapped_gene	yes	yes	no	yes	GCST90469281	39789286	Loya H	2025-01-09	FUT8 protein levels	level of alpha-(1,6)-fucosyltransferase in blood	metabolism		FUT8	9.999999999999999e-55
FUT8	mapped_gene	yes	no	no	yes	GCST90427288	39528825	Western D	2024-11-11	Alpha-(1,6)-fucosyltransferase levels	protein measurement	metabolism		FUT8	5.000000000000001e-49
FUT8	mapped_gene	yes	no	no	yes	GCST90129364	35332118	Landini A	2022-03-24	Transferrin N-glycan 20 levels	transferrin glycosylation measurement	glycome		FUT8	3e-41
FUT8	mapped_gene	yes	yes	no	yes	GCST90469281	39789286	Loya H	2025-01-09	FUT8 protein levels	level of alpha-(1,6)-fucosyltransferase in blood	metabolism		FUT8	1e-35
FUT8	mapped_gene	yes	yes	no	yes	GCST90129327	35332118	Landini A	2022-03-24	Immunoglobulin N-glycan 7 levels	serum IgG glycosylation measurement	glycome;immune_inflammation		MIR4708 - FUT8	1e-31
FUT8	mapped_gene	yes	yes	no	yes	GCST90469281	39789286	Loya H	2025-01-09	FUT8 protein levels	level of alpha-(1,6)-fucosyltransferase in blood	metabolism		FUT8 - NCOA4P1	3e-30
FUT8	mapped_gene	yes	yes	no	yes	GCST90129322	35332118	Landini A	2022-03-24	Immunoglobulin N-glycan 2 levels	serum IgG glycosylation measurement	glycome;immune_inflammation		MIR4708 - FUT8	8.000000000000001e-29
FUT8	mapped_gene	yes	yes	no	yes	GCST90129337	35332118	Landini A	2022-03-24	Immunoglobulin N-glycan 17 levels	serum IgG glycosylation measurement	glycome;immune_inflammation		MIR4708 - FUT8	1e-27
FUT8	mapped_gene	yes	yes	no	yes	GCST90469281	39789286	Loya H	2025-01-09	FUT8 protein levels	level of alpha-(1,6)-fucosyltransferase in blood	metabolism		FUT8 - NCOA4P1	5e-27
FUT8	mapped_gene	yes	yes	no	yes	GCST90469281	39789286	Loya H	2025-01-09	FUT8 protein levels	level of alpha-(1,6)-fucosyltransferase in blood	metabolism		FUT8, FUT8-AS1	7.999999999999999e-26
FUT8	mapped_gene	yes	yes	no	yes	GCST90469281	39789286	Loya H	2025-01-09	FUT8 protein levels	level of alpha-(1,6)-fucosyltransferase in blood	metabolism		MIR4708 - FUT8	9e-26
FUT8	mapped_gene	yes	yes	no	yes	GCST90129332	35332118	Landini A	2022-03-24	Immunoglobulin N-glycan 12 levels	serum IgG glycosylation measurement	glycome;immune_inflammation		MIR4708 - FUT8	8.000000000000001e-23
FUT8	mapped_gene	yes	yes	no	yes	GCST90469281	39789286	Loya H	2025-01-09	FUT8 protein levels	level of alpha-(1,6)-fucosyltransferase in blood	metabolism		FUT8 - NCOA4P1	2e-22
FUT8	mapped_gene	yes	no	no	yes	GCST90240215	29875488	Sun BB	2018-06-06	Advanced glycosylation end product-specific receptor, soluble levels (AGER.4125.52.2)	advanced glycosylation end product-specific receptor amount	glycome		MIR4708 - FUT8	9e-22
FUT8	mapped_gene	yes	no	no	yes	GCST90240215	29875488	Sun BB	2018-06-06	Advanced glycosylation end product-specific receptor, soluble levels (AGER.4125.52.2)	advanced glycosylation end product-specific receptor amount	glycome		MIR4708 - FUT8	1e-21
FUT8	mapped_gene	yes	yes	no	yes	GCST90469281	39789286	Loya H	2025-01-09	FUT8 protein levels	level of alpha-(1,6)-fucosyltransferase in blood	metabolism		FUT8	1e-21
FUT8	mapped_gene	yes	yes	no	yes	GCST90129327	35332118	Landini A	2022-03-24	Immunoglobulin N-glycan 7 levels	serum IgG glycosylation measurement	glycome;immune_inflammation		FUT8 - NCOA4P1	5e-21
FUT8	mapped_gene	yes	yes	no	yes	GCST90129322	35332118	Landini A	2022-03-24	Immunoglobulin N-glycan 2 levels	serum IgG glycosylation measurement	glycome;immune_inflammation		FUT8 - NCOA4P1	2e-20
FUT8	mapped_gene	yes	no	no	yes	GCST90129374	35332118	Landini A	2022-03-24	Transferrin N-glycan 30 levels	transferrin glycosylation measurement	glycome		FUT8, FUT8-AS1	2e-20
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	1e-18
FUT8	mapped_gene	yes	yes	no	yes	GCST90469281	39789286	Loya H	2025-01-09	FUT8 protein levels	level of alpha-(1,6)-fucosyltransferase in blood	metabolism		FUT8 - NCOA4P1	2e-18
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	4e-18
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	4e-18
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	MIR4708 - FUT8	1e-17
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	2e-17
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	7e-17
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	8e-17
FUT8	mapped_gene	yes	yes	no	yes	GCST90129332	35332118	Landini A	2022-03-24	Immunoglobulin N-glycan 12 levels	serum IgG glycosylation measurement	glycome;immune_inflammation		FUT8	1e-16
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8	2e-16
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	MIR4708 - FUT8	3e-16
FUT8	mapped_gene	yes	no	no	yes	GCST005656	29535710	Wahl A	2018-02-26	IgG glycosylation patterns	serum IgG glycosylation measurement	glycome;immune_inflammation	NR	FUT8 - NCOA4P1	5e-16
